k_Mpc^-1,P_Mpc^3,Delta2
0.016113869111759885,124065.92069110544,0.026297971886388573
0.01631004162355347,122659.25488280019,0.02696098713711877
0.016508602367131524,121243.66165354257,0.027635048051717508
0.01670958041716409,119820.03663981908,0.02832020164481211
0.016913005202280396,118389.26232160612,0.029016492957360307
0.017118906509377894,116952.20738515667,0.029723965092022804
0.017327314487983938,115509.72612277172,0.03044265925218801
0.017538259654670475,114062.6578694583,0.031172614784638057
0.017751772897522475,112611.82647630252,0.03191386922584283
0.017967885480660865,111158.03982031297,0.03266645835186409
0.018186629048820322,109702.08935043239,0.033430416231848115
0.018408035631982993,108244.78422549576,0.03420578620496587
0.018632137650068555,106787.4646940048,0.0349927913124604
0.018858967917681338,105331.86049031322,0.035791819724353774
0.019088559648915267,103879.63986260402,0.03660329419547103
0.019320946462217395,102432.39656720716,0.037427669346729225
0.019556162385310407,100991.65021574756,0.038265432995885015
0.019794241860175314,99558.8468501289,0.039117107548785925
0.02003521974809464,98135.3597289927,0.03998325145723418
0.02027913133475706,96722.49030949487,0.0408644607500023
0.020526012335424247,95321.46940850462,0.04176137064398417
0.02077589890016044,93933.45852768084,0.04267465724294223
0.021028827619125876,92559.55132728597,0.04360503933182431
0.021284835527934545,91200.77523405792,0.04455328027516168
0.021543960113077208,89858.09316897762,0.04552019002864765
0.021806239317410502,88532.40538131536,0.0465066272736186
0.02207171154571268,87224.55137593343,0.047513501684833336
0.022340415670307194,85935.31192143339,0.04854177634267433
0.022612391036754633,84665.41112737702,0.04959247030167467
0.022887677469613992,83415.51857946567,0.05066666132812455
0.02316631527827402,82186.30185991121,0.05176552052590875
0.023448345262855722,80978.57713502704,0.05289041821951386
0.02373380872018644,79793.1485589412,0.05404284141478305
0.024022747449846945,78630.75780631098,0.05522436705012085
0.02431520376029198,77492.0872400857,0.056436666996304105
0.02461122047504535,76377.76311991375,0.05768151345136912
0.024910840938970547,75288.35883898924,0.058960784764484755
0.025214109024617463,74224.39817835891,0.06027647172555293
0.025521069138646612,73186.35856891029,0.061630684360396204
0.025831766228331443,72174.67435245779,0.06302565927482708
0.026146245788139854,71189.74003448931,0.064463767594665
0.02646455386639576,70231.91352228454,0.06594752355294428
0.026786737072021942,69301.51934320951,0.06747959378014236
0.027112842581364698,68398.85183907693,0.06906280735832948
0.027442918145101827,67524.1753183246,0.07070016354874263
0.02777701209523461,66677.38905323876,0.07239447586175278
0.028115173352164877,65857.74355414182,0.07414799337521115
